File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
bd15074e-0b53-49de-b152-b2432c162bba	9cbbcdac-4b70-4022-95d6-60cbcc1d41ea.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39Y	TCGA-DD-A39Y-01A	Primary Tumor
146129a7-b04f-4efc-9d05-79d607da0185	6cb60d08-d702-4319-867e-4ee613b62b0d.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NA	TCGA-DD-A4NA-01A	Primary Tumor
32f4d4c2-e800-49d2-9684-c1819445cc47	319a7d24-556c-4cd9-a9e9-627437947dd5.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-FV-A3I1	TCGA-FV-A3I1-01A	Primary Tumor
cb346f0f-69cc-47dd-a3fa-1db869bd6b36	b05b4c98-8553-4cb8-8fac-2654bb4d01a7.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NQ	TCGA-DD-A4NQ-01A	Primary Tumor
1ea8d553-eec0-4b79-b035-6959ced68a22	7371ff09-89f2-4191-994f-9237bdd1d0d4.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4ND	TCGA-DD-A4ND-01A	Primary Tumor
792aaf55-afc0-45af-bcf0-be3a40f9fc7f	09c3377f-323d-4339-b9a5-371c49542db0.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A6	TCGA-DD-A3A6-01A	Primary Tumor
51a23bce-3f98-4e4b-b99d-8cdd1cb21c33	c61e0e72-0e4b-41a2-9eaf-920d040642f4.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-LG-A6GG	TCGA-LG-A6GG-01A	Primary Tumor
99f9a60b-537a-46d5-9a56-3502057735b5	d13c17c8-b13d-45fc-a783-9da2c5d0beea.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EH	TCGA-DD-A1EH-01A	Primary Tumor
8ebaa0f0-accc-4223-8454-8703cfc4ab60	cb3b6817-0ad4-45d2-a01b-773eefc303da.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EH	TCGA-DD-A1EH-11A	Solid Tissue Normal
9e718dcf-34b0-4a0f-b6f8-87ce4f6b6f22	e63b5a98-b08e-4339-bd04-423cbc95cf26.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-FV-A2QR	TCGA-FV-A2QR-01A	Primary Tumor
12ca3994-9916-4a66-a086-482c7bca2bf6	771f7884-2503-4670-91f2-9ce81a99f97f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-FV-A2QR	TCGA-FV-A2QR-11A	Solid Tissue Normal
cc309f1b-229f-4090-a500-4b9906438d4c	38054dd8-7b6c-471f-95dc-98993ab1d76e.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A5	TCGA-DD-A3A5-01A	Primary Tumor
818943a7-893b-43e1-8719-d0e82a7993a9	b0bb03a0-3b57-40d4-83fe-9b962534f488.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39V	TCGA-DD-A39V-01A	Primary Tumor
5e526cdf-ccad-45e0-9319-a85d4740a97b	d2162416-7f3a-4fb5-8951-414c9732ce59.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39V	TCGA-DD-A39V-11A	Solid Tissue Normal
46e3eea5-c406-4630-91b9-0716d2382b56	b0b83a54-6534-4c5d-9224-37d646b681a6.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BD-A3EP	TCGA-BD-A3EP-11A	Solid Tissue Normal
e6c902b3-81b5-4935-8e77-2c3803830aea	e16596cc-39c7-4957-b0b8-4871b34b71ed.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BD-A3EP	TCGA-BD-A3EP-01A	Primary Tumor
211c22c6-c2a1-4a13-9929-45ad8e6dc63f	4a7a0e98-0aec-4f10-b987-c3f2d482a3b9.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10Q	TCGA-BC-A10Q-11A	Solid Tissue Normal
ebc542f8-4526-4111-a4c7-a0310aafab93	74f71d9d-ad61-47f3-8664-d6be48c8b11f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10Q	TCGA-BC-A10Q-01A	Primary Tumor
5cbd04ba-86e4-4c15-a460-6d03ba82a86b	a803563c-d0f0-4595-bd1d-5f7c67f6f560.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NL	TCGA-DD-A4NL-01A	Primary Tumor
4493fc5e-f210-4a62-bc7d-90cd642d52d9	104c6d0d-66b5-4d31-8d51-40290595d187.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-FV-A3R2	TCGA-FV-A3R2-01A	Primary Tumor
f6bf7425-9157-4e04-9b97-af78f09e8aae	5a097743-e973-4147-8d35-fe8defaa9a2a.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39X	TCGA-DD-A39X-11A	Solid Tissue Normal
a86a2024-11eb-444c-a556-a8b6283f1020	7b4d064c-03d1-4aba-8e0d-a1bf2757a5d7.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39X	TCGA-DD-A39X-01A	Primary Tumor
f45125d5-4073-42e5-90c0-ab0e22fb903b	8fbd9138-3808-4591-8918-1fbb4043c908.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A2	TCGA-DD-A3A2-01A	Primary Tumor
7b03bef1-2ef9-4d78-a2bf-4351252df1dd	d15147c2-c551-4c59-b0d5-22dbf411e417.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A2	TCGA-DD-A3A2-11A	Solid Tissue Normal
fe941c32-1d8f-4dd4-8ce7-d08b52600bac	39074ff8-38d7-4965-8775-954c65f913b8.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10W	TCGA-BC-A10W-11A	Solid Tissue Normal
963f24af-fe38-43a6-9503-e3fb31b99d72	6555c2b0-0836-45bd-b4d4-ca1b3c92fe70.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10W	TCGA-BC-A10W-01A	Primary Tumor
d7a50aca-2e80-4694-b47d-11a92de5ae8b	e4821b00-6338-4f2f-853f-23dc1f36ea91.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-G3-A3CH	TCGA-G3-A3CH-01A	Primary Tumor
138af218-2188-4202-b495-4ccd7d0a5e76	1ce5dd08-9121-4176-9566-f8105ccf1c4a.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EI	TCGA-DD-A1EI-11A	Solid Tissue Normal
f1aba42b-c244-4da9-9ddb-a503409598b6	29704ecc-2e0e-42f4-b828-6805358f4e89.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EI	TCGA-DD-A1EI-01A	Primary Tumor
50ac4046-b3a8-4d3b-b4c4-74a3f0696bf6	00dc8e54-7ce8-4cd6-90ad-8e362c9de9ce.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NH	TCGA-DD-A4NH-01A	Primary Tumor
02d73f9d-f6f7-4f35-92bb-1d1b1f9cc404	bb4c1c62-7ee3-433a-85b9-d4c388ff9dc5.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39Z	TCGA-DD-A39Z-11A	Solid Tissue Normal
4cf360e3-2e9e-42d0-94d4-2f57f8e84d3e	c5f39ef1-12f3-4cef-8c77-5440ce94c7ba.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39Z	TCGA-DD-A39Z-01A	Primary Tumor
0d3d5cca-fbf6-4250-abf3-65f7fb9b576e	e8629a38-af75-4553-9c5c-3cd0d196bff3.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A9	TCGA-DD-A3A9-01A	Primary Tumor
0e4ed1cf-3898-4d4e-8dfe-537d9a0d1176	9e251b51-7ad8-43cc-a0b4-17cf3cc35ae1.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A115	TCGA-DD-A115-11A	Solid Tissue Normal
4a6c7756-ce52-49d9-bbe3-fb20f439bc9a	3cfff90f-fb31-4c63-ad44-e857c6d4e97c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A115	TCGA-DD-A115-01A	Primary Tumor
1c4adeaf-f5c7-4605-998e-cf5b45ddbe69	73dd4939-a4b2-4681-9ca7-df06bcc39934.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39W	TCGA-DD-A39W-11A	Solid Tissue Normal
382687f3-940e-4a36-8720-13a7f4406fa3	b3323378-f615-400b-b5d0-a5f8e14cf8f8.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A39W	TCGA-DD-A39W-01A	Primary Tumor
ccf5c13b-bef9-40c7-8568-e7d17ec35fd1	117fce2a-9527-4e77-9009-8d9ca8164417.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A216	TCGA-BC-A216-01A	Primary Tumor
7903ab93-a4fa-4258-9356-f3c5981de39d	5fd41761-4f63-45cf-9416-8919fcfba136.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A216	TCGA-BC-A216-11A	Solid Tissue Normal
34d0abad-72f5-4101-8089-baf731e2ab95	ff22f86a-00c0-4b1e-9b9e-4493e789aa4f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A3	TCGA-DD-A3A3-01A	Primary Tumor
b9591beb-7372-4267-bf27-47f109a96313	360bae27-1e0d-4b92-b78d-662d0fa16a2c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A3	TCGA-DD-A3A3-11A	Solid Tissue Normal
e0f0fde6-c0e3-4cbd-8acf-15639267d899	ebafd209-a902-4f71-b8a5-725d53351c2b.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NI	TCGA-DD-A4NI-01A	Primary Tumor
b028ebc0-fc1d-435b-9337-a7faa4ccd709	fb1ab7a1-0720-4067-8714-b43bd3859947.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EJ	TCGA-DD-A1EJ-11A	Solid Tissue Normal
36fd2d73-6ccc-4fcd-9dbf-2d9d134da310	07abed75-8838-4564-a17a-893c1d15e1ed.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EJ	TCGA-DD-A1EJ-01A	Primary Tumor
11acfd17-8388-49d7-8f19-a95cd88be8f2	d913ab1b-086d-46b8-a1cf-0be97942327b.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NR	TCGA-DD-A4NR-01A	Primary Tumor
b7b236f1-4f3f-4a1f-9367-ee59fdbc80db	d8bea448-fb29-494c-8aa5-f67a1e1484dd.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NK	TCGA-DD-A4NK-01A	Primary Tumor
c177ecdb-678e-4386-a322-73e553afc8b3	11e5e6d2-78ec-4d51-b3a0-0fc2dad35210.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A11A	TCGA-DD-A11A-01A	Primary Tumor
cb7b7d2c-b71e-4528-a3db-3be388d0ad44	33f5bb3e-d846-42a7-bab7-37338ca0f810.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A11A	TCGA-DD-A11A-11A	Solid Tissue Normal
5e9e9cd7-1ae0-4df5-a2e0-89ed39f17214	ffce7a08-e7cf-4969-84c4-64fc98457e04.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A7	TCGA-DD-A3A7-01A	Primary Tumor
fb3776c2-34ae-4bdb-9a0a-cdf52385df07	8879dd94-0706-4e81-8c84-39d15d1360b4.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10Y	TCGA-BC-A10Y-01A	Primary Tumor
9776d659-0a4f-43fe-bddb-5c89828a0cef	baf47780-90f5-4831-9b74-b9b00d6ecb66.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10Y	TCGA-BC-A10Y-11A	Solid Tissue Normal
701c4907-c104-4d92-b987-607bb836f84d	04d41299-33cd-421a-b16e-4f44ec3bcfd6.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A119	TCGA-DD-A119-01A	Primary Tumor
7b96a759-b784-499a-8e0e-d63458d2843b	989a3bd4-f313-4a8d-b394-d919988ab3cd.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A119	TCGA-DD-A119-11A	Solid Tissue Normal
667563f3-1ee0-4533-8789-a7373ff722dc	bf4e01b3-41b4-457c-be4b-3e8e1248f96f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A8	TCGA-DD-A3A8-01A	Primary Tumor
df546441-eca2-4298-b423-8155c08c19c8	c95df6a5-1de0-44d7-8a35-685f6f62f649.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EG	TCGA-DD-A1EG-11A	Solid Tissue Normal
f3d79506-deb4-41b1-82b2-a2b504120baf	7d9c0815-5390-4973-b473-2c368309f3a4.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EG	TCGA-DD-A1EG-01A	Primary Tumor
0dded21a-0449-448d-a64e-e87fd27cbbc6	78c6219b-0d07-4d8e-a500-64bf4ba5d8b6.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10Z	TCGA-BC-A10Z-01A	Primary Tumor
d249e939-ceaf-422e-82b8-a573e3be7023	f926375b-c005-4aea-a1f0-828189e1b7e3.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10Z	TCGA-BC-A10Z-11A	Solid Tissue Normal
b81c3d85-0acb-43e2-bc2e-a39b570e1560	3ddcca08-225e-4db6-b1d6-7b85967e2b1f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-ES-A2HS	TCGA-ES-A2HS-01A	Primary Tumor
9ddb2641-bc4b-4f9b-a0c3-7e1a10b667c5	08b85c53-6dca-4a18-a5f2-5f2a77ff4958.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-ES-A2HS	TCGA-ES-A2HS-11A	Solid Tissue Normal
ecf5f854-1705-492a-b7b1-9d023a6b8e17	46e43404-a67e-44e6-928e-8ae933060f6a.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NO	TCGA-DD-A4NO-01A	Primary Tumor
bf170c75-7b0b-40b1-bbb3-e249d5cc7d51	ebd90540-8a93-46d6-84c6-bd1f133d04aa.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A118	TCGA-DD-A118-01A	Primary Tumor
c00e1841-bfd7-4267-bd82-9f6d2447ee22	4fd621d4-6cda-49b1-b047-3e9cac208705.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A118	TCGA-DD-A118-11A	Solid Tissue Normal
9113bf0e-8040-4219-b414-1d788081b668	768be4b3-fd33-47f1-a0af-cecc7b68d80c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-ES-A2HT	TCGA-ES-A2HT-11A	Solid Tissue Normal
406186c5-7763-40da-9033-45e8a571412b	1d02e7c5-a4f4-4fb5-b1b1-0fab30309a3e.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-ES-A2HT	TCGA-ES-A2HT-01A	Primary Tumor
43bf75f9-4eee-49de-be5b-530746417a2c	3d9ca840-13f0-4572-a918-05f5189fff12.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1E9	TCGA-DD-A1E9-11A	Solid Tissue Normal
65bd7d8f-4052-4cd8-8de8-6caaf834ead7	c01b396d-36fb-4a44-9485-0eecb0037a40.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1E9	TCGA-DD-A1E9-01A	Primary Tumor
42e87cb4-214a-4cdc-bf45-ccf7a0209131	ac87f92f-cb09-4626-92ef-f646753fff6e.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NJ	TCGA-DD-A4NJ-01A	Primary Tumor
394dcb47-d8f6-4a20-9bb9-4562c40e2dea	6393961c-10cd-405e-9ad4-455f6ad8e7c4.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A1	TCGA-DD-A3A1-01A	Primary Tumor
